nces_id,cds_id,fips_code,county_code,District  Name,County Name,school_count,Total Enrollment ,Total Enrollment,enroll_es,enroll_ms,enroll_hs,race_hisp,race_afam,race_white,av,urban,suburban,Rural District,AV Per Student,AV Quintile,frpm_total,FRPM Share,Region Code,Nonwhite share,Black Share,Hispanic  Share,UN_LA,un_la_amount,UN_55,un_55_amount,SAB Unfunded, SAB Unfunded $ ,Bond on 11/2016,Bond $ 11/2016,cds_county,enrollgrowth,enrollgrowth_pct,perschoolpop,Bond Passed 11/2016,Bond Passed $  6/2016,Bond $ 6/2016,Bond Passed 6/2016,Bond Passed $  6/2016,Bond in 2015,Bond $ 2015,Bond Passed 2015,Bond in 2014,Bond $ 2014,Bond Passed 2014,,
620670,64030,6033,17,Lakeport Unified,Lake,7,1556,1556,866,208,482,456,21,846,1134000000,0,0,0,728735,3,856,0.57,1,0.45,0.01,0.28,0,,0,,0,,0,,17,-317,-0.17427158,250.33333,,0,,,0,,,,1,17000000,1,,
623040,64048,6033,17,Lucerne Elementary,Lake,2,263,263,208,55,0,75,8,146,316800000,0,0,0,1204528,4,235,0.87,1,0.44,0.06,0.24,0,,0,,0,,1,4000000,17,-32,-0.10631229,269,1,4000000,,,0,,,,,,,,
624750,64055,6033,17,Middletown Unified,Lake,12,1667,1667,875,286,506,374,7,1150,1494000000,0,0,1,896315,3,748,0.47,1,0.29,0,0.22,0,,0,,0,,0,,17,-53,-0.031966224,200.625,,0,,,0,,,,,,,,
640470,64063,6033,17,Upper Lake Union Elementary,Lake,3,521,521,403,118,0,146,7,294,787800000,0,0,1,1512173,4,424,0.81,1,0.44,0.02,0.28,0,,0,,0,,0,,17,-79,-0.13122924,261.5,,0,,,0,,,,,,,,
640500,64071,6033,17,Upper Lake Union High,Lake,5,302,302,0,0,302,80,1,162,471100000,0,0,1,1559773,4,262,0.85,1,0.43,0,0.27,0,,0,,0,,0,,17,-69,-0.18205805,103.33334,,0,,,0,,,,,,,,
605010,64089,6035,18,Big Valley Joint Unified,Lassen,3,186,186,83,33,70,28,0,149,145800000,0,0,1,783874,3,122,0.66,1,0.19,0,0.15,0,,0,,0,,0,,18,-187,-0.5040431,92,,0,,,0,,,,,,,,
600011,75036,6035,18,Fort Sage Unified,Lassen,8,313,313,131,46,136,45,6,244,97315082,0,0,1,310911,1,178,0.6,1,0.21,0.02,0.14,0,,0,,0,,0,,18,-155,-0.34444445,73.75,,0,,,0,,,,,,,,
618780,64105,6035,18,Janesville Union Elementary,Lassen,2,328,328,248,80,0,30,0,275,257300000,0,0,1,784371,3,145,0.43,1,0.16,0,0.1,0,,0,,0,,0,,18,-183,-0.34990439,340,,0,,,0,,,,,,,,
619050,64113,6035,18,Johnstonville Elementary,Lassen,2,227,227,173,54,0,25,0,185,109600000,0,0,1,482884,2,114,0.51,1,0.19,0,0.14,0,,0,,0,,0,,18,-28,-0.11111111,224,,0,,,0,,,,,,,,
691015,10181,6035,18,Lassen County Office of Education,Lassen,5,,30,13,3,14,1,1,24,,0,0,1,,,,,,,,,0,,0,,0,,0,,,,,,,0,,,0,,,,,,,,
621060,64139,6035,18,Lassen Union High,Lassen,4,873,873,0,0,873,141,10,629,1483000000,0,0,0,1698560,4,285,0.3,1,0.26,0.01,0.15,0,,0,,0,,0,,18,-246,-0.20759493,469.5,,0,,,0,,,,,,,,
631830,64162,6035,18,Ravendale-Termo Elementary,Lassen,5,665,665,352,100,213,84,10,516,56087551,0,0,1,84342,1,447,0.6,1,0.23,0.03,0.13,0,,0,,0,,0,,18,718,24.758621,186.75,,0,,,0,,,,,,,,
632520,64170,6035,18,Richmond Elementary,Lassen,2,226,226,164,62,0,26,0,190,112500000,0,0,1,497992,2,21,0.09,1,0.15,0,0.1,0,,0,,0,,0,,18,32,0.1632653,228,,0,,,0,,,,,,,,
636420,64188,6035,18,Shaffer Union Elementary,Lassen,2,209,209,158,51,0,55,3,137,171500000,0,0,1,820560,3,119,0.66,1,0.33,0.01,0.26,0,,0,,0,,0,,18,-231,-0.56204379,180,,0,,,0,,,,,,,,
638550,64196,6035,18,Susanville Elementary,Lassen,4,1012,1012,841,171,0,212,12,576,775800000,0,0,1,766624,3,569,0.54,1,0.43,0.01,0.2,0,,0,,0,,0,,18,-430,-0.29113066,349,,0,,,0,,,,,,,,
642300,64204,6035,18,Westwood Unified,Lassen,4,382,382,130,52,200,63,6,287,128700000,0,0,1,336942,1,209,0.64,1,0.21,0.02,0.13,0,,0,,0,,0,,18,-199,-0.37904763,108.66666,,0,,,0,,,,,,,,
601620,64212,6037,19,ABC Unified,Los Angeles,32,20998,20998,10951,3146,6901,9428,1846,1450,12450000000,1,0,0,593104,2,10462,0.5,8,0.93,0.09,0.44,0,,0,,0,,0,,19,-1276,-0.057680137,651.4375,,0,,,0,,,,1,195200000,0,,
600001,75309,6037,19,Acton-Agua Dulce Unified,Los Angeles,17,4043,4043,2046,420,1577,1382,358,1774,1672000000,0,0,1,413515,1,913,0.38,8,0.53,0.06,0.35,0,,0,,0,,0,,19,235,0.10940409,397.16666,,0,,,0,,,,,,,,
600153,75713,6037,19,Alhambra Unified,Los Angeles,19,17617,17617,7559,2384,7674,7453,119,347,11160000000,0,1,0,633598,2,11549,0.65,8,0.98,0.01,0.43,1,1092113,0,,1,"1,092,113",1,259000000,19,,,938.21051,1,259000000,,,0,,,,,,,,
602820,64246,6037,19,Antelope Valley Union High,Los Angeles,17,24619,24619,0,203,24416,14496,4494,3979,22800000000,0,1,0,926273,3,,,,,,,0,,0,,0,,0,,,,,,,0,,,0,,,,,,,,
602970,64261,6037,19,Arcadia Unified,Los Angeles,13,9582,9582,4528,1548,3506,1345,187,1468,11650000000,1,0,0,1215661,4,1952,0.2,8,0.84,0.02,0.14,0,,0,,0,,0,,19,468,0.050687749,881.90912,,0,,,0,,,,,,,,
603600,64279,6037,19,Azusa Unified,Los Angeles,20,9277,9277,5057,1380,2840,8546,118,345,5318000000,0,1,0,573273,2,8118,0.85,8,0.96,0.01,0.92,0,,0,,0,,0,,19,-2106,-0.1804318,531.44446,,0,,,0,,,,1,92000000,1,,
603690,64287,6037,19,Baldwin Park Unified,Los Angeles,24,18316,18316,7758,2381,8177,15842,592,610,3998000000,0,1,0,218271,1,16467,0.88,8,0.97,0.03,0.87,1,402829,0,,1,"402,829",0,,19,2043,0.12215977,815.95654,,0,,,0,,,,,,,,
604110,64295,6037,19,Bassett Unified,Los Angeles,9,3959,3959,2158,654,1147,3731,25,55,1795000000,0,1,0,453387,2,3746,0.91,8,0.98,0.01,0.95,0,,0,,0,,0,,19,-1711,-0.29252863,517.25,,0,,,0,,,,1,60000000,1,,
604440,64303,6037,19,Bellflower Unified,Los Angeles,17,13149,13149,6920,1996,4233,8262,1795,1486,5255000000,0,1,0,399637,1,9588,0.72,8,0.89,0.14,0.63,0,,0,,0,,0,,19,-284,-0.02075265,837.5625,,0,,,0,,,,,,,,
604830,64311,6037,19,Beverly Hills Unified,Los Angeles,7,4212,4212,1878,669,1665,319,142,3067,24140000000,0,1,0,5730802,5,204,0.05,8,0.27,0.04,0.07,0,,0,,0,,1,260000000,19,-1044,-0.1962406,610.85712,1,260000000,,,0,,,,,,,,
605610,64329,6037,19,Bonita Unified,Los Angeles,17,10146,10146,5080,1579,3487,5108,317,3210,7555000000,0,1,0,744624,3,3365,0.34,8,0.66,0.03,0.49,0,,0,,0,,0,,19,-107,-0.010620347,664.53333,,0,,,0,,,,,,,,
606450,64337,6037,19,Burbank Unified,Los Angeles,25,16332,16332,7393,2442,6497,6374,448,7289,19000000000,1,0,0,1163609,4,6570,0.41,8,0.55,0.03,0.39,0,,0,,0,,0,,19,1791,0.12423696,771.7619,,0,,,0,,,,,,,,
607740,64345,6037,19,Castaic Union,Los Angeles,6,2568,2568,1940,628,0,1043,61,1180,4898000000,0,0,0,1907342,4,767,0.29,8,0.53,0.02,0.39,0,,0,,0,,0,,19,563,0.26963601,662.75,,0,,,0,,,,,,,,
607920,64352,6037,19,Centinela Valley Union High,Los Angeles,10,7878,7878,0,0,7878,5492,1224,267,14940000000,0,1,0,1895903,4,6034,0.91,8,0.98,0.17,0.73,1,28362256,0,,1,"28,362,256",0,,19,572,0.093939893,832.625,,0,,,0,,,,,,,,
608190,64378,6037,19,Charter Oak Unified,Los Angeles,11,5158,5158,2562,727,1869,3261,170,1167,2892000000,0,1,0,560671,2,2962,0.56,8,0.76,0.03,0.62,0,,0,,0,,0,,19,-1284,-0.19484067,482.36365,,0,,,0,,,,,,,,
608760,64394,6037,19,Claremont Unified,Los Angeles,14,7046,7046,3440,1081,2525,2801,384,2493,4459000000,0,1,0,632863,2,2781,0.4,8,0.64,0.06,0.39,0,,0,,0,,1,58000000,19,371,0.05607618,537.46155,1,58000000,,,0,,,,,,,,
609620,73437,6037,19,Compton Unified,Los Angeles,40,22106,22106,13157,3479,5470,17494,4249,74,9146000000,1,0,0,413719,1,21004,0.94,8,1,0.19,0.79,0,,0,,0,,0,,19,-6885,-0.23468657,606.81079,,0,,,0,1,350000000,1,,,,,
610050,64436,6037,19,Covina-Valley Unified,Los Angeles,20,12274,12274,5849,1782,4643,9477,371,1278,7494000000,0,1,0,610528,2,9094,0.72,8,0.89,0.03,0.77,0,,0,,0,,0,,19,-1117,-0.0816819,697.66669,,0,,,0,,,,,,,,
610260,64444,6037,19,Culver City Unified,Los Angeles,11,6757,6757,3615,986,2156,2676,1087,1763,8081000000,0,1,0,1195951,4,2574,0.38,8,0.74,0.16,0.4,1,7180523,0,,1,"7,180,523",0,,19,712,0.11908346,743.44446,,0,,,0,,,,1,106000000,1,,
611460,64451,6037,19,Downey Unified,Los Angeles,22,22698,22698,10662,3682,8354,20002,650,1211,9802000000,0,1,0,431824,1,16543,0.72,8,0.94,0.03,0.87,0,,0,,0,,0,,19,3166,0.16061282,1089.4286,,0,,,0,,,,1,248000000,1,,
611520,64469,6037,19,Duarte Unified,Los Angeles,10,3896,3896,1947,538,1411,2958,204,340,2952000000,0,1,0,757602,3,3189,0.75,8,0.92,0.06,0.76,0,,0,,0,,0,,19,-364,-0.078941658,424.70001,,0,,,0,,,,,,,,
611850,64485,6037,19,East Whittier City Elementary,Los Angeles,14,9064,9064,7021,2043,0,7470,88,1151,6240000000,0,1,0,688411,2,4947,0.54,8,0.87,0.01,0.82,0,,0,,0,,1,94000000,19,547,0.062916957,660.07141,1,94000000,,,0,,,,,,,,
611910,64477,6037,19,Eastside Union Elementary,Los Angeles,7,3353,3353,2709,644,0,2058,836,299,1396000000,0,0,1,416275,1,2980,0.91,8,0.9,0.24,0.61,0,,0,,0,,0,,19,973,0.41993958,658,,0,,,0,,,,,,,,
612090,64501,6037,19,El Monte City,Los Angeles,16,9031,9031,6938,2093,0,7217,27,158,6055000000,0,1,0,670417,2,8483,0.91,8,0.98,0,0.79,0,,0,,0,,0,,19,-2291,-0.19808058,618.33331,,0,,,0,,,,1,78000000,1,,
612120,64519,6037,19,El Monte Union High,Los Angeles,9,9388,9388,0,1,9387,7262,24,150,11570000000,0,1,0,1232596,4,8631,0.9,8,0.98,0,0.78,0,,0,,0,,0,,19,207,0.022101218,1196.625,,0,,,0,,,,,,,,
612180,64527,6037,19,El Rancho Unified,Los Angeles,16,9129,9129,4757,1413,2959,8930,29,82,3887000000,0,1,0,425789,1,7758,0.83,8,0.99,0,0.98,0,,0,,0,,1,200000000,19,-2328,-0.19890636,625.06665,1,200000000,,,0,,,,,,,,
612210,64535,6037,19,El Segundo Unified,Los Angeles,6,3477,3477,1639,539,1299,268,147,2308,5308000000,0,1,0,1526503,4,454,0.13,8,0.47,0.04,0.22,0,,0,,0,,0,,19,694,0.2535623,686.20001,,0,,,0,,,,,,,,
614940,64550,6037,19,Garvey Elementary,Los Angeles,11,5051,5051,3890,1161,0,2014,35,77,3452000000,0,1,0,683491,2,4419,0.85,8,0.99,0.01,0.41,0,,0,,0,,1,40000000,19,-1837,-0.26049349,474.09091,1,40000000,,,0,,,,,,,,
615240,64568,6037,19,Glendale Unified,Los Angeles,35,26168,26168,13747,3808,8613,6041,337,14391,27410000000,1,0,0,1047581,3,12799,0.49,8,0.45,0.01,0.23,0,,0,,0,,0,,19,-4110,-0.1361829,790,,0,,,0,,,,,,,,
615270,64576,6037,19,Glendora Unified,Los Angeles,12,7733,7733,3837,1216,2680,3206,110,3373,4381000000,0,1,0,566517,2,2210,0.29,8,0.55,0.01,0.4,0,,0,,0,,0,,19,-258,-0.032699618,763.20001,,0,,,0,,,,,,,,
615600,64584,6037,19,Gorman Elementary,Los Angeles,3,2050,2050,991,333,726,610,98,1144,59124944,0,0,1,28841,1,714,0.38,8,0.46,0.06,0.3,0,,0,,0,,0,,19,1766,14.015873,946,,0,,,0,,,,,,,,
616325,73445,6037,19,Hacienda la Puente Unified,Los Angeles,40,19642,19642,10158,2943,6541,15752,195,711,10770000000,0,1,0,548547,2,15248,0.76,8,0.96,0.01,0.81,0,,0,,0,,1,148000000,19,-2651,-0.11687166,541.4054,1,148000000,,,0,,,,,,,,
616680,64592,6037,19,Hawthorne,Los Angeles,12,8809,8809,6489,1755,565,6255,1843,191,3858000000,0,1,0,437973,2,7767,0.87,8,0.98,0.21,0.71,0,,0,,0,,0,,19,426,0.050011739,745.33331,,0,,,0,,,,,,,,
617040,64600,6037,19,Hermosa Beach City Elementary,Los Angeles,3,1479,1479,1147,332,0,148,10,1104,5380000000,0,1,0,3637424,5,926,0.34,8,0.45,0.06,0.3,0,,0,,0,,0,,19,1752,1.8697972,537.79999,,0,59000000,1,59000000,,,,1,54000000,0,,
617880,64626,6037,19,Hughes-Elizabeth Lakes Union Elementary,Los Angeles,2,223,223,174,49,0,47,1,162,307200000,0,0,1,1377464,4,123,0.49,8,0.26,0,0.2,0,,0,,0,,0,,19,-238,-0.48472506,253,,0,,,0,,,,,,,,
618390,64634,6037,19,Inglewood Unified,Los Angeles,28,13469,13469,8306,1904,3259,7670,5447,44,8445000000,0,1,0,626984,2,12397,0.89,8,1,0.4,0.57,0,,0,,0,,0,,19,-3223,-0.18806162,515.37036,,0,,,0,,,,,,,,
619440,64642,6037,19,Keppel Union Elementary,Los Angeles,8,2641,2641,2018,623,0,2074,132,392,1264000000,0,1,0,478782,2,2311,0.86,8,0.84,0.05,0.77,0,,0,,0,,0,,19,-326,-0.10812604,336.125,,0,,,0,,,,,,,,
620130,64659,6037,19,La Canada Unified,Los Angeles,5,4058,4058,1944,704,1410,468,28,2141,5747000000,0,1,0,1416161,4,55,0.01,8,0.45,0.01,0.11,0,,0,,0,,0,,19,-205,-0.048258003,808.59998,,0,,,0,,,,,,,,
620880,64667,6037,19,Lancaster Elementary,Los Angeles,24,15149,15149,11968,3181,0,7598,4399,2229,6319000000,0,1,0,417152,1,11864,0.8,8,0.85,0.29,0.5,0,,0,,0,,0,,19,1238,0.091358572,672.22729,,0,,,0,,,,,,,,
621000,64683,6037,19,Las Virgenes Unified,Los Angeles,18,11259,11259,5472,1772,4015,1113,258,8593,18640000000,0,1,0,1655913,4,719,0.06,8,0.23,0.02,0.1,0,,0,,0,,0,,19,-499,-0.042884152,696.0625,,0,,,0,,,,,,,,
621210,64691,6037,19,Lawndale Elementary,Los Angeles,11,6300,6300,4556,1220,524,4736,620,297,3113000000,0,1,0,494144,2,5267,0.83,8,0.95,0.1,0.76,0,,0,,0,,1,27000000,19,615,0.10778128,574.63635,1,27000000,,,0,,,,,,,,
621420,64709,6037,19,Lennox,Los Angeles,11,7022,7022,4276,1563,1183,6410,291,21,1019000000,0,1,0,145069,1,6556,0.93,8,1,0.05,0.89,0,,0,,0,,1,25000000,19,397,0.059735179,640.27271,1,25000000,,,0,,,,,,,,
621930,64717,6037,19,Little Lake City Elementary,Los Angeles,10,4512,4512,3453,1059,0,4061,79,216,3163000000,0,1,0,700947,2,3250,0.7,8,0.95,0.02,0.9,0,,0,,0,,0,,19,-378,-0.075524479,462.70001,,0,,,0,,,,,,,,
622500,64725,6037,19,Long Beach Unified,Los Angeles,88,79709,79709,42581,11758,25370,44170,11446,11153,54010000000,1,0,0,677555,2,55064,0.68,8,0.86,0.15,0.55,0,,1,5292448,1,"5,292,448",1,1500000000,19,-4753,-0.055326629,932.8161,1,1500000000,,,0,,,,,,,,
691078,10199,6037,19,Los Angeles County Office of Education,Los Angeles,41,8235,8235,2099,1153,4983,5505,1362,793,,0,1,0,,,,,,,,,0,,0,,0,,0,,,,,,,0,,,0,,,,,,,,
622710,64733,6037,19,Los Angeles Unified,Los Angeles,1034,646683,646683,358804,93113,194766,476507,56863,63385,5.04E+11,1,0,0,778864,3,501125,0.77,8,0.91,0.09,0.74,1,43567096,1,23297868,1,"66,864,964",0,,19,-26604,-0.039098807,666.48932,,0,,,0,,,,,,,,
622890,64758,6037,19,Los Nietos,Los Angeles,5,1767,1767,1362,405,0,1675,15,39,2219000000,0,1,0,1255582,4,1802,1,8,0.98,0.01,0.96,0,,0,,0,,0,,19,-353,-0.1633503,452,,0,,,0,,,,1,28000000,1,,
623010,64766,6037,19,Lowell Joint,Los Angeles,7,3209,3209,2431,778,0,2070,44,897,3544000000,0,1,0,1104398,3,,,,,,,0,,0,,0,,0,,,,,,,0,,,0,,,,,,,,
623160,64774,6037,19,Lynwood Unified,Los Angeles,21,14776,14776,8083,2105,4588,13884,691,119,2594000000,0,1,0,175521,1,13780,0.92,8,0.99,0.05,0.94,0,,0,,0,,1,64000000,19,-1106,-0.069017164,785.21051,1,64000000,,,0,,,,,,,,
600025,75333,6037,19,Manhattan Beach Unified,Los Angeles,9,6890,6890,3324,1022,2544,783,168,4377,13450000000,0,1,0,1952584,4,200,0.03,8,0.38,0.02,0.12,0,,0,,0,,1,153000000,19,1397,0.25413862,766,1,153000000,,,0,,,,,,,,
625320,64790,6037,19,Monrovia Unified,Los Angeles,14,5903,5903,3046,871,1986,3649,425,1304,4972000000,0,1,0,842243,3,3634,0.61,8,0.77,0.08,0.61,0,,0,,0,,0,,19,-539,-0.082580052,499,,0,,,0,,,,,,,,
625470,64808,6037,19,Montebello Unified,Los Angeles,35,29062,29062,14544,4560,9958,27818,81,362,13630000000,1,0,0,468922,2,25863,0.86,8,0.99,0,0.96,0,,0,,0,,0,,19,-3820,-0.1131148,966.16132,,0,300000000,1,300000000,,,,,,,,
626190,64816,6037,19,Mountain View Elementary,Los Angeles,13,7345,7345,5855,1490,0,6892,6,0,2649000000,0,1,0,360666,1,7140,0.95,8,1,0,0.94,0,,0,,0,,1,57000000,19,-2137,-0.22142783,578,1,57000000,,,0,,,,,,,,
627180,64832,6037,19,Newhall,Los Angeles,11,6739,6739,6739,0,0,3174,154,2227,9196000000,0,1,0,1364574,4,2729,0.4,8,0.66,0.02,0.47,0,,0,,0,,0,,19,942,0.15995924,621,,0,,,0,,,,,,,,
627690,64840,6037,19,Norwalk-La Mirada Unified,Los Angeles,30,18960,18960,9940,3014,6006,15034,467,1805,10120000000,0,1,0,533982,2,14540,0.75,8,0.9,0.02,0.79,0,,0,,0,,0,,19,-2859,-0.12861577,691.78571,,0,,,0,,,,1,375000000,1,,
629580,64857,6037,19,Palmdale Elementary,Los Angeles,30,21956,21956,15876,4523,1557,15954,3654,1537,7279000000,0,1,0,331516,1,18265,0.84,8,0.93,0.16,0.71,0,,0,,0,,1,80000000,19,2726,0.1442557,772.25,1,80000000,,,0,,,,,,,,
629700,64865,6037,19,Palos Verdes Peninsula Unified,Los Angeles,21,11632,11632,5432,1869,4331,1218,307,5995,19500000000,0,1,0,1676737,4,361,0.03,8,0.46,0.03,0.09,1,,0,,1,,0,,19,2415,0.26009694,615.78949,,0,,,0,,,,,,,,
629850,64873,6037,19,Paramount Unified,Los Angeles,21,15681,15681,8137,2445,5099,13760,1314,168,4812000000,1,0,0,306865,1,14011,0.88,8,0.99,0.09,0.87,0,,0,,0,,1,106000000,19,-292,-0.018021354,757.66669,1,106000000,,,0,,,,,,,,
629940,64881,6037,19,Pasadena Unified,Los Angeles,34,18586,18586,10468,2633,5485,10837,2609,3215,31500000000,1,0,0,1694972,4,13142,0.69,8,0.83,0.15,0.59,0,,0,,0,,0,,19,-3716,-0.16285388,545.77142,,0,,,0,,,,,,,,
631320,64907,6037,19,Pomona Unified,Los Angeles,44,25311,25311,13917,3756,7638,21512,1227,961,11330000000,1,0,0,447618,2,21394,0.81,8,0.96,0.05,0.85,0,,0,,0,,1,300000000,19,-5800,-0.18088822,596.90912,1,300000000,,,0,,,,,,,,
600032,75341,6037,19,Redondo Beach Unified,Los Angeles,15,9364,9364,5221,1380,2763,2170,542,4729,13000000000,0,1,0,1388800,4,1885,0.21,8,0.49,0.06,0.23,1,2381708,0,,1,"2,381,708",0,,19,1802,0.24604042,651.85712,,0,,,0,,,,,,,,
633570,64931,6037,19,Rosemead Elementary,Los Angeles,6,2668,2668,2073,595,0,1150,18,65,2439000000,0,1,0,914147,3,2280,0.83,8,0.98,0.01,0.43,0,,0,,0,,0,,19,-456,-0.14258912,548.40002,,0,,,0,,,,1,30000000,1,,
633750,73452,6037,19,Rowland Unified,Los Angeles,26,15055,15055,8016,2281,4758,9363,385,690,11470000000,0,1,0,761601,3,10658,0.7,8,0.96,0.02,0.63,0,,0,,0,,0,,19,-3629,-0.19264252,633.70831,,0,,,0,,,,,,,,
634425,75291,6037,19,San Gabriel Unified,Los Angeles,10,6410,6410,2701,842,2867,2666,121,507,4542000000,0,1,0,708564,3,3891,0.61,8,0.92,0.02,0.42,0,,0,,0,,0,,19,971,0.17988144,636.90002,,0,,,0,,,,,,,,
634860,64964,6037,19,San Marino Unified,Los Angeles,5,3143,3143,1420,528,1195,315,21,797,5377000000,0,1,0,1710820,4,115,0.04,8,0.73,0.01,0.1,0,,0,,0,,0,,19,53,0.017213382,626.40002,,0,,,0,,,,,,,,
635700,64980,6037,19,Santa Monica-Malibu Unified,Los Angeles,19,11289,11289,5862,1700,3727,3341,729,5791,41640000000,1,0,0,3688293,5,2857,0.25,8,0.48,0.06,0.29,0,,0,,0,,0,,19,-193,-0.016733136,667.11768,,0,,,0,,,,,,,,
635970,64998,6037,19,Saugus Union,Los Angeles,16,9911,9911,9911,0,0,3054,351,4882,14040000000,0,1,0,1416988,4,2225,0.22,8,0.5,0.04,0.3,0,,0,,0,,0,,19,1992,0.24837905,667.46667,,0,,,0,,,,1,148000000,1,,
637500,65029,6037,19,South Pasadena Unified,Los Angeles,6,4767,4767,2500,727,1540,1154,79,1411,3691000000,0,1,0,774289,3,799,0.17,8,0.7,0.02,0.24,0,,0,,0,,1,98000000,19,936,0.24599211,790.16669,1,98000000,,,0,,,,,,,,
637560,65037,6037,19,South Whittier Elementary,Los Angeles,8,3153,3153,2405,748,0,2978,17,99,2469000000,0,1,0,783061,3,2651,0.82,8,0.96,0,0.94,0,,0,,0,,1,29000000,19,-913,-0.22026537,404,1,29000000,,,0,,,,,,,,
638220,65045,6037,19,Sulphur Springs Union,Los Angeles,10,5437,5437,5437,0,0,2778,329,1602,5918000000,0,1,0,1088477,3,2589,0.47,8,0.68,0.06,0.49,0,,0,,0,,0,,19,725,0.15180068,611.22223,,0,,,0,,,,,,,,
638980,65052,6037,19,Temple City Unified,Los Angeles,10,5953,5953,2813,963,2177,1245,27,617,3792000000,0,1,0,637050,2,2521,0.43,8,0.89,0.01,0.21,0,,0,,0,,0,,19,593,0.11131969,657.77777,,0,,,0,,,,,,,,
639420,65060,6037,19,Torrance Unified,Los Angeles,35,23947,23947,11715,3666,8566,6686,951,5831,25070000000,1,0,0,1046701,3,6644,0.27,8,0.74,0.04,0.27,0,,1,560982,1,"560,982",0,,19,794,0.033904094,756.65625,,0,,,0,,,,1,194300000,1,,
640650,65078,6037,19,Valle Lindo Elementary,Los Angeles,3,1222,1222,930,292,0,1164,0,8,429000000,0,1,0,351099,1,1049,0.86,8,0.99,0,0.95,0,,0,,0,,0,,19,11,0.009098428,610,,0,,,0,,,,,,,,
641280,73460,6037,19,Walnut Valley Unified,Los Angeles,17,14532,14532,6159,2542,5831,3333,347,1280,9251000000,0,1,0,636615,2,2234,0.15,8,0.91,0.03,0.23,0,,0,,0,,1,152880000,19,296,0.020729743,910.9375,1,152880000,,,0,1,208000000,0,,,,,
642000,65094,6037,19,West Covina Unified,Los Angeles,19,14213,14213,6726,2451,5036,8999,1066,2164,5039000000,0,1,0,354547,1,9383,0.65,8,0.84,0.08,0.62,0,,0,,0,,1,143000000,19,5238,0.57158446,847.17645,1,143000000,,,0,,,,,,,,
642120,65102,6037,19,Westside Union Elementary,Los Angeles,14,8941,8941,6780,2161,0,3662,1006,3370,5756000000,0,1,0,643745,2,3660,0.41,8,0.62,0.11,0.4,0,,0,,0,,0,,19,2671,0.42531848,639.35712,,0,,,0,,,,,,,,
642450,65110,6037,19,Whittier City Elementary,Los Angeles,14,6124,6124,4808,1316,0,5596,34,239,5268000000,0,1,0,860246,3,4348,0.7,8,0.96,0.01,0.91,0,,0,,0,,0,,19,-720,-0.10430248,441.64285,,0,,,0,,,,,,,,
642480,65128,6037,19,Whittier Union High,Los Angeles,9,12983,12983,0,0,12983,11417,111,1118,19360000000,0,1,0,1491041,4,9123,0.69,8,0.91,0.01,0.87,1,3178351,0,,1,"3,178,351",0,,19,2948,0.28579739,1657.875,,0,,,0,,,,,,,,
642510,65136,6037,19,William S. Hart Union High,Los Angeles,22,26983,26983,613,7330,19040,10225,1354,11312,34060000000,0,1,0,1262118,4,6341,0.25,8,0.54,0.04,0.35,0,,0,,0,,0,,19,11516,0.81534976,1165.4546,,0,,,0,,,,,,,,
642810,65151,6037,19,Wilsona Elementary,Los Angeles,4,1333,1333,1025,308,0,883,144,238,423500000,0,0,1,317667,1,1248,0.95,8,0.82,0.11,0.66,0,,0,,0,,0,,19,-675,-0.33936653,328.5,,0,,,0,,,,,,,,
601428,76869,6037,19,Wiseburn Unified,Los Angeles,10,4065,4065,2163,727,1175,2262,634,660,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,0,,,0,,,,,,,,
602360,65177,6039,20,Alview-Dairyland Union Elementary,Madera,3,352,352,270,82,0,213,0,131,435500000,0,0,1,1237208,4,255,0.69,2,0.64,0,0.62,0,,0,,0,,0,,20,11,0.030726258,184.5,,0,,,0,,,,,,,,
604080,65185,6039,20,Bass Lake Joint Union Elementary,Madera,6,858,858,673,185,0,157,7,627,1753000000,0,0,1,2042707,5,537,0.63,2,0.26,0.01,0.17,0,,0,,0,,0,,20,-408,-0.32329637,213.5,,0,,,0,,,,,,,,
600116,75606,6039,20,Chawanakee Unified,Madera,10,1068,1068,401,112,555,207,8,678,522000000,0,0,1,488769,2,532,0.47,2,0.34,0.01,0.19,0,,0,,0,,0,,20,,,142.375,,0,,,0,,,,,,,,
608520,65193,6039,20,Chowchilla Elementary,Madera,6,2190,2190,1698,492,0,1378,46,700,1193000000,0,0,0,544963,2,1710,0.79,2,0.67,0.02,0.61,0,,0,,0,,1,13000000,20,579,0.3623279,435.39999,1,13000000,,,0,,,,,,,,
608550,65201,6039,20,Chowchilla Union High,Madera,3,1026,1026,0,0,1026,592,31,365,1629000000,0,0,0,1587687,4,716,0.69,2,0.63,0.03,0.56,0,,0,,0,,0,,20,202,0.24076281,520.5,,0,,,0,,,,,,,,
600068,75580,6039,20,Golden Valley Unified,Madera,11,1923,1923,951,334,638,718,25,1068,1051000000,0,0,0,546447,2,736,0.37,2,0.44,0.01,0.38,0,,0,,0,,0,,20,,,218.11111,,0,,,0,,,,,,,,
691017,10207,6039,20,Madera County Office of Education,Madera,6,968,968,138,82,748,768,22,142,,0,1,0,,,,,,,,,0,,0,,0,,0,,,,,,,0,,,0,,,,,,,,
